Actinobacillus,Actinomyces,Atopobium,Bulleidia,Campylobacter,Capnocytophaga,Catonella,Fusobacterium,Gemella,Granulicatella,Haemophilus,Leptotrichia,Megasphaera,Mogibacterium,Moryella,Neisseria,Oribacterium,Parvimonas,Peptostreptococcus,Porphyromonas,Prevotella,Rothia,Selenomonas,Streptococcus,Tannerella,Veillonella,Abiotrophia,Aggregatibacter,Bifidobacterium,Butyrivibrio,Cardiobacterium,Corynebacterium,Dialister,Lautropia,Paludibacter,Scardovia,Sharpea,Staphylococcus,Bacteroides,Janthinobacterium,Klebsiella,Pyramidobacter,Treponema,Filifactor,Moraxella,Achromobacter,Eikenella,Mycoplasma,Pseudomonas,Schwartzia,Acinetobacter,Leuconostoc,Propionibacterium,Burkholderia,Lactobacillus,Chryseobacterium,Kingella,Nocardia,Alloscardovia,Enterococcus,Proteus,Nesterenkonia,Tetrasphaera,Peptococcus,TG5,Odoribacter,Geobacillus,Mycobacterium,Stenotrophomonas,Trabulsiella,Bacillus,Lactococcus,Pediococcus,Pseudoramibacter_Eubacterium,Serratia,Slackia,Peptoniphilus,Agrobacterium,Elizabethkingia,Sphaerochaeta,Sphingomonas,Mobiluncus,Bilophila,Enhydrobacter,Alloiococcus,Desulfovibrio,Avibacterium,Trichococcus,SHD-231,Anaerovorax,Morganella,Rhodococcus,Micrococcus,Phycicoccus,Dermabacter,Finegoldia,Sneathia,Desulfobulbus,Streptomyces,Halomonas,Shewanella,Dermacoccus,Actinobaculum,Microbacterium,BE24,Cellulomonas,Streptobacillus,Anaerococcus,Bradyrhizobium,Roseomonas,Afipia,Gluconacetobacter,Pasteurella,Gardnerella,Comamonas,Erwinia,Sphingobacterium,Wautersiella,Deinococcus,Gordonia,Kurthia,Propionivibrio,Vagococcus,Brevibacterium,Brochothrix,Acholeplasma,Anoxybacillus,Candidatus_Tammella,Novosphingobium,Sphingobium,Syntrophomonas,Plesiomonas,Cryocola,Ralstonia
0,13.994626,0.918047,0.985222,0.134348,0.044783,0.044783,0.403045,4.9485,3.82893,1.477833,2.731751,0.492611,0.134348,0,0.582176,0.111957,0,0.089566,0.425437,18.674429,7.053292,0.850873,31.997313,0,8.105687,0.515002,0.111957,0.044783,0.246305,0,0.201523,0.268697,0,0,0.022391,0,0,0,0,0.335871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,41.97,0,0,0,0,0,0,0,0,0,0,0,0,58.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.136939,0.011412,0,0,0.319525,0,0,0,1.939975,5.386283,0.159763,0,0.011412,0,4.427707,0,0,0,0.251056,1.780212,2.076914,0,2.031268,0,0.456465,0,0,0,0,0,0,0,0.022823,0.011412,0,0,0,0,0,0,0,0,0,45.053064,0,0,0,35.775419,0,0,0,0,0,0,0,0,0,0.057058,0,0.022823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.789055,0.070159,0,0.25725,1.601964,0.046773,0.678204,0,3.706735,73.877456,3.589804,0.116932,0.023386,0.093545,0.865295,0.081852,0.023386,0,0.502806,1.485033,1.508419,1.426567,1.999532,0.608045,2.163237,0.47942,0.444341,0,0,0.093545,0.947147,0.152011,0.374181,0.140318,0,0,0,0,0,0,0,0.152011,0,0,0,0.304022,0.03508,0.093545,0.198784,0,0,0,0.023386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03508,0.03508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.91924,0.050899,0.016966,0.508992,2.205633,0.016966,0.18663,0.390227,0.475059,0.220563,0.339328,0.016966,0.016966,0.084832,0.067866,0.339328,0.050899,1.74754,36.053614,8.703767,4.835426,0.593824,2.969121,0.016966,32.083475,0,0,0.305395,0,0,0.305395,0,1.221581,0.033933,0,0.016966,0,0,0,0,0,0.101798,0,0,0,0,0,1.968103,0,0,0,0,0,0.067866,0,0.016966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016966,0,0,0,0,0,0,0,0,0
6.803097,1.327434,0.110619,0.165929,0.110619,0.359513,0,0.691372,0,0,5.945796,0.608407,0.027655,0.082965,0.082965,23.949115,0.193584,0.082965,0.082965,4.09292,8.545354,14.435841,0.110619,21.266593,0.082965,3.346239,1.244469,0.719027,0.027655,0,0.193584,1.355088,0.05531,0.719027,0.027655,0,0,0,0,0,0,0,0.138274,0.138274,0.746681,0,0,0,0,0,0,0,0,0,1.050885,0,0,0,0,0.442478,0,0.05531,0,0,0.027655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.536396,1.226137,0.031041,0.279373,0,0,1.800404,0.031041,0.263852,0,0,0.85364,0.062083,0.077604,0.139686,0.139686,0.124166,0,5.044234,13.813441,20.627037,0.279373,29.209995,0.170728,11.345646,0,0,1.645196,0,0,0,0.077604,0,0.015521,0,0,0,0,0,0,0,0.263852,0.388018,0,0.232811,0,0.062083,0.186249,0.015521,0,0,0,0,2.498836,0,0,0,0.356977,0,0,0.077604,0,0,0.108645,0,0,0,0,0,0,0,0,0,0,0.015521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014154,1.075725,0,0.014154,0.184006,0.014154,0,0.212314,1.358811,0.89172,0.622788,0.424628,0,0,0.028309,8.719038,0.410474,0.028309,0,0.042463,1.146497,2.363765,0.127389,9.030432,0,0.4954,0,0,0,0,0,0.014154,0.042463,0,0,0,0,0,0,0,71.889597,0,0,0,0.014154,0,0,0,0.410474,0.014154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.039693,0,0,0.619743,3.423344,0,1.85923,0.45743,0.044267,0.162314,2.877379,0.029512,0,0,7.850081,2.936403,0,0,8.838719,7.909104,0.796813,0.250848,15.582116,0,2.272392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.778368,0,0,15.198465,0,0,0,0,0,0.029512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.927063,0.309772,0.25345,0.535061,0.168966,0.028161,7.603492,0,2.703464,0.704027,3.069558,1.126443,0.056322,0,0.084483,0.140805,0.197128,0,0.704027,10.701211,8.08223,0.563222,14.390313,0.028161,9.856378,0,0,0.506899,0,0,0.619544,0.084483,0,0.112644,0.140805,0,23.767953,0,0,0,0,0.140805,0,0,0,0,0,0,0,0,0,0,0,3.097719,0,0.281611,0,0,1.04196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12.682594,0.068259,0,0.996587,0,0,0.232082,0,1.201365,0.027304,0.668942,0.177474,0,0.709898,0.027304,0.054608,0.013652,0.163823,0,31.249147,35.153584,0.136519,0.709898,0,15.331058,0,0,0,0,0,0,0.300341,0,0,0,0,0,0,0,0,0,0.013652,0,0,0,0.013652,0.027304,0.054608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013652,0,0,0,0,0,0.013652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,41.52,0,0,0,0,0,0,0,0,0,0,0,0,58.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.248759,0.170596,0.108561,0.108561,0.108561,0.077543,0.868486,3.132754,2.326303,48.46464,2.822581,0.217122,0.062035,0.139578,4.71464,0.139578,0.015509,0.093052,1.426799,5.024814,5.009305,0.046526,18.191687,0.062035,2.900124,0,1.209677,0,0.031017,0,0.155087,0.046526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,46.09,0,0,0,0,0,0,0,0,0,0,0,0,53.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,60.2,0,0,0,0,6.64,0,0,0,0,0,4.9,0,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,23.196366,0,0,0,0,0,0,0,0,0,0,4.024506,0,61.497835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.309813,0,0,9.97148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.937097,0,0,0,0,0,0,0,5.476266,28.766254,0,0,0,0,0,0,0,0,0,0,5.698277,0,40.532826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.610424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,37.240698,0,0,0,0,0,0,0,0,0,0,0,0,62.759302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.463441,0.371083,0.013744,0.054975,0.151182,0,0.082463,0.412314,0.494777,1.456844,0.219901,0.027488,0.096207,0.054975,3.257284,0.137438,0.041231,0.247389,0.123694,11.984607,6.294667,0.219901,65.131941,0,4.219351,0,0.054975,0,0,0,0.027488,0,0.068719,0,0,0,0,0,0,0,0,0,0,0.013744,0,0.054975,0,0,0,0,0,0,0,0,0,0,0,0,1.058274,0,0,0.164926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,46.594149,0,0,0,0,0,0,0,0,0,0,0,0,53.39529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.102253,0,0,0,0,0,0,0,16.360485,21.455806,0,0,0,0,0,0,0,0,0,0,34.870017,0,24.22877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013079,0,0,0,0,0,0,0,0,0,0,86.398117,0,0,0,0,0,4.577557,0,0,0,0,0,0,0,0.954748,0,0.052315,7.572587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405441,0.026157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.798687,10.371991,0.175055,0.196937,0.306346,0.196937,0.043764,0.459519,2.603939,2.822757,5.164114,3.785558,0.043764,0.065646,0.065646,13.21663,0.196937,0,0.021882,0.131291,9.540481,23.522976,0.2407,9.431072,0.043764,4.398249,0,0,0,0.021882,0.021882,0.196937,0.021882,0.196937,0.043764,0,0,0,0,0,6.214442,0,0.065646,0,0,0.021882,0,0,0.065646,0,0,0,0,0,0.021882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.2999,0.016661,0.016661,0,0.033322,0,0.066644,0.233256,0,34.505165,0.083306,0,0,0.033322,0.066644,0,0.016661,0,0.083306,0.14995,0.633122,0.083306,3.715428,0.016661,0.049983,0,0,0,0,0,0,0,0.016661,0.016661,0,0,0,0,0,0,0,0,0,59.896701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.381117,0.095249,0.047625,0.023812,0.011906,0.011906,0.380998,1.023931,0,80.497678,0.321467,0,0.011906,0.023812,0.095249,0.047625,0.071437,0.190499,0.821526,2.321705,2.631266,0.023812,5.333968,0.023812,0.678652,0,0,0,0.011906,0,0.035719,0.023812,0.023812,0,0,0,0,0,0,0,0,0.011906,0.035719,0,0.071437,0,0,3.726634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.533565,0.028935,0.028935,0.144676,0.636574,0,0.376157,0,0.434028,15.046296,0,0,0,0,1.244213,0.086806,0.028935,0,0,5.208333,4.427083,0,38.888889,0,2.054398,0,0,0,0,0,1.62037,0.607639,0,0,0.462963,0,26.967593,0,0,0,0,0,0,0.05787,0,0.086806,0,0,0,0,0,0,0,0.028935,0,0,0,0,0.115741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.415409,0.190627,0.111199,0.381255,0.444797,0.031771,0.285941,0.683082,2.827641,1.731533,1.938046,0.127085,0.031771,0.190627,1.842732,0.222399,0.015886,0,0.190627,8.196982,1.906275,0.50834,62.652899,0,8.196982,0.285941,0,0.031771,0.095314,0.111199,0.063542,0,0.238284,0,0,0,0.015886,0,0,0,0,0,0,0,0.031771,0,0,0,0,0.111199,0,0,0,0,0.015886,0.301827,2.589357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.96911,0.084797,0,0.145366,0,0,0,0,1.405209,11.411266,0.109025,0.060569,0,0,0,0.024228,0,0,0,1.368867,3.16172,0.060569,75.990309,0,3.198062,0,0,0.012114,0,0,0,0.036342,0,0,0.012114,0,0,0,0,0,0,0,0,0,0.024228,0,0,0,0.012114,0,0,0,0,1.756511,0,0,0,0.096911,0.060569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.814375,0,0,0,13.363573,10.153524,0,0,0.034892,0,0,0,0,0,2.198186,0.034892,3.03559,0.174459,0,0,18.178646,0,0,0,1.605024,0,0,0,6.699232,1.116539,0,0,0,0,2.581996,0,0,3.105373,0,0,0,0,0,0,0,32.763433,0,0,0,0,0,0.732729,0,0,0,0,0,2.407537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.074649,0,0,0,0.02986,0,0.01493,9.749179,0.149298,0,0.02986,0.01493,0,0,0.567334,0,0,0,0,0.164228,1.537772,0.01493,1.76172,0,0.238877,0,0,0,0,0,0,0,0.134368,0,0,0,84.995521,0,0,0,0,0,0,0,0.104509,0,0,0.238877,0,0,0,0,0,0.119439,0,0.059719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.824969,0.013749,0.027499,0.013749,0.013749,0.027499,0.467482,0.192493,0.109996,32.613777,0.164994,0.013749,0.027499,0,0.302489,0.068747,0.082497,0,0.439984,1.044961,0.824969,0.027499,1.223704,0,0.178743,0,0,0,0,0,0,0.013749,0.329988,0,0,0,0,0,0,60.593978,0,0.054998,0,0,0.123745,0,0.013749,0.082497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013749,0,0,0.013749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.488443,0.55226,0.695439,0.245449,0.020454,0.081816,1.615872,7.077112,0.265903,6.831663,2.045408,0.224995,0.265903,0.286357,10.186132,0.245449,0.143179,0.409082,0.490898,9.511147,10.799755,0.061362,24.790346,0.040908,13.274698,0,0,0.020454,0.040908,0,0.122724,0.040908,0.020454,0.020454,0,0,0.204541,0,0,0.040908,0,0.163633,0.040908,0,0.163633,0,0.061362,0,0,0,0,0,0,0.040908,0,0,0,0,0,0,0,0,0,0,0,0,0.388628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4.96,41.1,0,0,0,0,0,0,0,0,0,0,8.55,0,45.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3.428169,6.775912,12.174525,0,0,0,0,0,0,0,0,2.171509,0,9.379712,0,48.979592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.09058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.362168,0.449375,0.477461,0.070215,0.182559,0.154473,0.351074,0.056172,0.89875,48.39208,0.322988,0.224688,0.14043,0.393203,14.646819,0.210645,0.028086,0,0.294902,3.974161,1.586856,0.210645,19.491644,0.196602,5.139728,0,0,0.042129,0.280859,0,0.014043,0.084258,0.084258,0,0,0,0,0,0,0,0,0.014043,0,0.042129,0,0,0,0.042129,0.028086,0,0,0,0,0.028086,0,0,0,0,0.112344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.408091,0.160539,0,0,0.112378,0,0.272917,0,0.096324,1.396693,0.240809,0.048162,0.016054,0,0.08027,0,0,0,0.016054,4.655643,2.375983,0.160539,10.258468,0.032108,6.550008,7.962755,0,0.016054,0,0,0.353187,0,0.128432,0,0.016054,0,0.064216,0,0,0.256863,0,0,0,0,0,0,0,61.759512,0,0,0,0,0.032108,0.112378,0,0.016054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096324,0.128432,0,0,0,0,0,0,0,0.208701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016265,8.181522,0.520494,0.097593,0.243982,0.081327,0.097593,1.236174,1.447625,0,0.910865,0.829538,0.325309,0.17892,0.130124,0.422902,0.309044,0.276513,0.878334,1.903058,16.55823,10.783995,0.520494,43.851659,0.195185,6.441119,0,0.211451,0,0,0,0.374105,0.146389,0.016265,0,0,0,0,0,0,0.618087,0,0.845804,0.341574,0,0,0,0.048796,0.032531,0,0,0,0,0,0.032531,0,0.048796,0,0.016265,0,0,0,0,0.016265,0.130124,0,0,0,0,0.227716,0,0,0,0,0,0.032531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.143868,0.131879,0,0.071934,1.594533,0,0.143868,0,0,0.035967,0.383647,0.527515,0.035967,0,0,0.011989,0.215801,0,0.059945,1.378732,34.80398,0.239779,1.222875,0.011989,51.672461,0,0,0.563482,0,0,0,0.143868,0,0.023978,0,0,0,0,0,0,0,0.179835,0.011989,0,0.839228,0,0.287735,0.071934,0.071934,4.160173,0,0.035967,0,0.203812,0,0,0,0,0,0,0,0,0,0.263757,0,0,0,0.143868,0,0.047956,0,0,0,0,0,0,0.035967,0.047956,0.047956,0.107901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
