Actinobacillus,Actinomyces,Atopobium,Bulleidia,Campylobacter,Capnocytophaga,Catonella,Fusobacterium,Gemella,Granulicatella,Haemophilus,Leptotrichia,Megasphaera,Mogibacterium,Moryella,Neisseria,Oribacterium,Parvimonas,Peptostreptococcus,Porphyromonas,Prevotella,Rothia,Selenomonas,Streptococcus,Tannerella,Veillonella,Abiotrophia,Aggregatibacter,Bifidobacterium,Butyrivibrio,Cardiobacterium,Corynebacterium,Dialister,Lautropia,Paludibacter,Scardovia,Sharpea,Staphylococcus,Bacteroides,Janthinobacterium,Klebsiella,Pyramidobacter,Treponema,Filifactor,Moraxella,Achromobacter,Eikenella,Mycoplasma,Pseudomonas,Schwartzia,Acinetobacter,Leuconostoc,Propionibacterium,Burkholderia,Lactobacillus,Chryseobacterium,Kingella,Nocardia,Alloscardovia,Enterococcus,Proteus,Nesterenkonia,Tetrasphaera,Peptococcus,TG5,Odoribacter,Geobacillus,Mycobacterium,Stenotrophomonas,Trabulsiella,Bacillus,Lactococcus,Pediococcus,Pseudoramibacter_Eubacterium,Serratia,Slackia,Peptoniphilus,Agrobacterium,Elizabethkingia,Sphaerochaeta,Sphingomonas,Mobiluncus,Bilophila,Enhydrobacter,Alloiococcus,Desulfovibrio,Avibacterium,Trichococcus,SHD-231,Anaerovorax,Morganella,Rhodococcus,Micrococcus,Phycicoccus,Dermabacter,Finegoldia,Sneathia,Desulfobulbus,Streptomyces,Halomonas,Shewanella,Dermacoccus,Actinobaculum,Microbacterium,BE24,Cellulomonas,Streptobacillus,Anaerococcus,Bradyrhizobium,Roseomonas,Afipia,Gluconacetobacter,Pasteurella,Gardnerella,Comamonas,Erwinia,Sphingobacterium,Wautersiella,Deinococcus,Gordonia,Kurthia,Propionivibrio,Vagococcus,Brevibacterium,Brochothrix,Acholeplasma,Anoxybacillus,Candidatus_Tammella,Novosphingobium,Sphingobium,Syntrophomonas,Plesiomonas,Cryocola,Ralstonia
0,2.141404,0.011963,0,0,0,0,0,0,0.035889,0,0,0.011963,0,0,0,0,0,0,0,7.77605,3.899988,0,73.477689,0,6.22084,0,0,0,0,0,0.011963,0,0.023926,0,0.023926,0,0,0,0,0,0,0,0,0,0.071779,0,0,3.206125,0,0,0,0,0,3.098457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,69.26,0,0,0,0,0,0,0,0,0,0,30.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,45.4,0,0,0,0,0,0,0,0,0,0,7.65,0,46.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,85.310955,0,0,0,0,0,0,0,0,0,0,0,0,14.689045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.820391,0,0,0,3.288431,0,0,0,5.863708,7.805071,0,0,0,0,0,0,0,0,1.518753,0,26.386688,0,50.303751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.571486,0,0,0,0,0,0,0,7.063197,20.385813,0,0,0,0,0,0,0,0,0,0.874108,9.58505,0,55.55109,0,1.979303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,37.16,0,0,0,0,0,0,0,0,0,0,0,0,62.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,30.938878,0,0,0,0,0,0,0,0,0,0,10.565007,0,58.506616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.324453,0.856327,0.285442,0.190295,0.76118,0,0.76118,0,2.568982,0.666032,1.807802,0.38059,0,0.38059,13.891532,0.666032,0.095147,0.38059,1.332065,16.650809,5.328259,0.190295,18.173168,0,10.18078,0,0.76118,0,0,0,0.475737,0,2.854424,0,0,0,0,0,0,0,0,0,0,0,0.38059,0,0,10.18078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.373596,0.05618,0.098315,2.570225,1.601124,0.252809,0.632022,0,0.070225,0,1.404494,0.393258,0.042135,0.02809,0.224719,0.02809,0.758427,0.280899,3.69382,3.202247,0.042135,1.713483,0.941011,0.646067,1.516854,0,0.238764,0,0,0.294944,0.674157,0.196629,0,3.216292,0.014045,0,0.294944,0,0,0.266854,0,0.351124,0,0,0.154494,0.224719,1.067416,66.404494,0.491573,0.491573,0,0,2.977528,0,0,0,0,0,0,0,0,0,0,0.014045,0,0,0,0,0,0,0,0,0,0,0.042135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.19069,0.373413,0,0,6.323127,0,0,0,2.364949,0.161812,0.323625,0,0,0.037341,0,0,0.08713,1.008215,5.153099,6.024396,32.175753,0,32.611402,0,6.99527,3.908389,0,0,0,0,0.037341,0,0,0.012447,0,0,0,0,0,0,0,0,0,0,0.074683,0,0.062235,0.099577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.056235,0.213936,0.061125,0.977995,0.152812,0.091687,4.859413,1.253056,1.100244,0.336186,2.231051,0.366748,0.061125,0.305623,0.672372,0.213936,0.061125,0,13.722494,11.155257,11.949878,1.161369,23.991443,0.702934,14.119804,0.183374,0.152812,0.152812,0,0,0.275061,0.091687,0.030562,0.091687,0,0.030562,0.030562,0,0,0.794621,0,3.545232,0.611247,0,0,0,0,0,0.030562,0.030562,0,0,0,0.397311,0,0.061125,0,0,0,0,0,0.030562,0,0.305623,0,0,0,0,0,0,0.030562,0,0,0,0,0,0,0,0,0,0,0,0.030562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061125,0.122249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.963883,0.902935,0.564334,0.474041,0.090293,0.022573,0.519187,1.670429,0.880361,0.970655,2.776524,0.902935,0.158014,0.948081,3.498871,0.496614,0.045147,0,0.13544,30.361174,13.724605,0.361174,24.243792,0.158014,13.431151,0,0,0.112867,0,0,0.06772,0.112867,0,0.06772,0,0,0,0,0,0,0,0.06772,0,0,0,0,0,0,0.045147,0,0,0,0,0.13544,0,0,0,0,0,0,0,0,0,0.022573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.053586,0.096262,0.064175,0.144393,6.770416,0.144393,2.743462,0.016044,0.320873,14.695973,10.043318,0.224611,0.032087,0,0.930531,0.048131,0.336916,0,0.914487,8.727739,5.855928,1.107011,26.969357,0.064175,16.220119,0.545484,0,0.064175,0,0,0.064175,0.112305,0.192524,0.016044,0,0,0.080218,0,0.128349,0,0,0.016044,0,0,0,0,0.128349,0,0.016044,0,0,0,0,0,0,0.048131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016044,0.032087,0,0,0,0,0,0,0,0,0,0,0
0,7.955732,0.083525,0.584673,0.584673,1.002297,0.104406,0.041762,2.902485,0.167049,0.229693,0.104406,0,0,2.568386,0.020881,0.814366,0,0,0.062644,12.173731,34.746294,0.605554,34.808937,0,0.167049,0.125287,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062644,0.020881,0,0,0,0,0,0,0.041762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.090378,8.607439,1.07593,0.276668,0.399631,0.430372,0.092223,2.059637,8.115586,2.397787,4.027052,4.150015,0.338149,0.245927,0.399631,5.994467,0.584076,0.061482,0.061482,1.383338,15.954504,7.285583,1.168152,21.856748,0,9.437442,0,0.584076,0,0.153704,0.030741,0.153704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030741,0,0,0.030741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245927,0.184445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.732272,0.124409,0,0.099527,0,0,0.049764,0,7.638716,0,0,0.124409,0,0,0,0,0,0,0,19.457577,42.523016,0.398109,13.709878,0,4.727544,5.847226,0,0,0,0,0.024882,0,0,0,0.149291,0,1.293854,0,0,0,0,0,0,0,0,0.024882,0,0,0.024882,0,0,0,0,0.049764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.588769,0.274435,0,0.126662,0.02111,0,0.042221,0,3.820984,0.02111,0,0.084442,0,0,0.063331,0,0,0,0.042221,30.990078,31.222293,0.105552,13.531771,0,8.021955,6.438674,0,0,0,0,0.042221,0,0,0.02111,0.337767,0,0.50665,0,0,0,0,0,0,0,0,0.02111,0.02111,0,0.042221,0,0,0,0,0.126662,0,0,0,0,0.464429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.713994,1.876785,0.101999,0.0408,0.081599,0.367197,0.0612,0.489596,0,1.958384,35.658915,0.693594,0.0204,0.0204,0.0408,8.935129,0.265198,0.142799,0.0204,1.468788,2.345981,12.586699,0.285598,8.384333,0.0612,1.081191,0.428397,0,0,0.0204,0.081599,0.448796,0.0612,0.265198,0.0204,0.0204,0,0,0.0204,0,0,0,0.101999,0.142799,20.440636,0,0,0,0.0408,0.0204,0,0,0,0,0.122399,0,0,0,0,0,0,0,0,0.0204,0.0204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.081181,0.350554,0,0,0.01845,0.202952,0.01845,0.369004,0.498155,0,56.900369,0.055351,0,0.01845,0,1.697417,0.01845,0.055351,0,0.479705,0.645756,10.571956,0.01845,15.830258,0.0369,1.715867,0,1.439114,0,0,0.01845,0.01845,0,0.405904,0.129151,0,0,0,0,0,0.0369,0.01845,0,0,0.092251,0,0,0.055351,0.110701,0,0,0,0,0,0.01845,0,0,0,0,0,0,0,0,0,0.0369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.707084,0.130941,0.065471,0.37973,0,0,0.091659,0.026188,0.026188,0.078565,0.013094,0.078565,0.549954,0.130941,0,0.026188,0.353542,0.039282,2.919995,2.566453,3.587796,0.982061,3.587796,1.152285,0.078565,0,0.013094,0.078565,0,0.013094,0.484483,0.170224,0,0.53686,0.183318,0.052377,0.039282,0.235695,0,1.322509,0,3.194972,0.183318,0,0,0.039282,6.193531,3.312819,0.69399,3.810397,0.078565,0.026188,0.026188,54.458557,0.130941,0,0,0.039282,0,0,0,0,0,3.312819,0.69399,0,0,0.078565,0,0,0.405919,0,0.013094,0,0.026188,0,0,0.013094,0.052377,0,0,0,0.013094,0,0.144036,0,0,0.065471,0.065471,0,0,0,0,0,0,0,0.392824,0,0.104753,0.104753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104753,0.798743,0,0,0,0.013094,0,0,0,0.039282,0.052377,0.432107,0.026188,0.065471,0.104753,0,0,0
0.76746,2.750064,1.470964,0.25582,0.191865,0.102328,0.166283,0.844206,1.138399,0.063955,0.332566,0.370939,0.166283,0.038373,0.12791,0.179074,0.268611,0.063955,0.281402,0.626759,11.550269,0.869788,0.498849,53.901254,0.038373,5.474546,0,0.12791,0.025582,0,0,0.025582,0.12791,0.089537,0,0,0.051164,0,0,0,16.423638,0,0.268611,0.166283,0,0,0,0,0,0,0,0,0,0,0.025582,0,0,0,0,0,0,0,0,0.012791,0.012791,0,0,0,0,0.089537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.414283,6.845532,0.17755,0.414283,0.3551,0.197278,0.039456,0.651016,0,0.276189,2.012231,1.637404,0.3551,0.3551,0.414283,1.736043,0.098639,0.019728,0.157822,0.512922,19.708029,27.500493,0.098639,24.383508,0.019728,11.126455,0,0.078911,0.019728,0,0.019728,0.157822,0,0,0,0,0,0.019728,0,0,0,0.019728,0.039456,0.039456,0,0,0,0,0.019728,0,0,0,0,0,0.039456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.154439,1.844345,0.628293,0.121605,0.121605,0.020268,0.385083,0.121605,16.599108,32.650993,0.020268,0.020268,0.202675,0.141873,0,0.385083,1.925415,0.141873,0.222943,4.256182,14.187272,0.648561,10.985002,0.182408,1.276854,0,0,0.587758,0,0,0.141873,0.263478,0,0,1.520065,0.060803,0,0,0,0,0,0.060803,0.16214,0,0,0.020268,0,0,1.134982,0,0,0,0,0.871504,0,0,0,0.364816,0,0,0.182408,0,0,0.101338,0,0,0,0,0,0,0,0,0.020268,0,0.040535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.930932,0.631266,0.259933,0.037133,0.2228,0.074267,0.482733,0.2228,0.037133,0.074267,0.557,0,0.074267,0,0,0.037133,0.297066,0.1114,0.185667,1.522466,24.80505,0.148533,34.45971,0.1114,0.854066,0,0,0,0,0,0.2228,0.037133,0,0.297066,0,0,0,0,0,0,0,0.037133,0.148533,0,28.444114,0,0.185667,0.037133,0.037133,0,0,0,0,0.074267,0,0,0,0,0,0,0,0,0,0.074267,0,0,0,3.267731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.165354,0.19685,0.147638,0.049213,0.19685,0.049213,1.279528,3.98622,5.954724,4.133858,0.442913,0,0.098425,0.098425,2.165354,0.147638,0.19685,0.098425,10.728346,5.856299,23.474409,1.033465,26.279528,0.19685,2.066929,0,0,0,0,0,0.147638,0.049213,0,0.098425,0,0,0,0,0,0,0,0.049213,0,8.464567,0.049213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.11025,0,0,0,0,0,0,0,0.129199,0.086133,0,0,0,0,0,0,0,0,0,0.021533,12.639966,0,81.395349,0,0.689061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021533,0,0,0,0,0,0,0,0,0,1.70112,0,0,0,0,1.205857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.344997,0.110497,0,0.036832,0,0,0.04911,0.761203,0.527931,0.294659,0,0,0.012277,0.04911,0,0,0,0,0,0.233272,13.775322,0,81.203192,0,0.233272,0,0,0.012277,0,0,0.024555,0,0,0,0,0,0,0,0,0,0,0,0,0.012277,0,0,0.012277,0,0,0,0,0,0,0,0,0,0,0.09822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012277,0,0,0,0,0,0,0,0.024555,0,0,0,0,0,0,0,0,0,0,0.012277,0,0,0,0,0,0,0.122775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.182238,0.097194,0,0.048597,0.242984,0,0.072895,1.579395,0.036448,2.417689,0.109343,0.060746,0,0,0.206536,1.530798,0,0,0,0.242984,9.755801,0.109343,75.179201,0,2.284048,2.199004,0,0,0,0,1.846677,0,1.603693,0.012149,0,0,0.012149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024298,0,0,0.036448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036448,0,0,0,0,0,0,0,0,0,0,0,0.012149,0.024298,0.024298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.011874,0.106863,0,0,0,0,0,0,0.261221,0.249347,0,0,0,0,0,0,0,0,0,0.213726,0.451199,0,96.105438,0,1.887913,0,0,0,0,0,0,0,0,0,0,0,0.083116,0,0,0,0,0,0,0.071242,0,0,0,0.071242,0,0,0,0,0,0.391831,0,0,0,0,0.071242,0,0,0,0,0,0,0,0,0.011874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.040286,0.020143,0,0,0,0,0.020143,0.080572,0.050358,97.46198,0,0,0,0,0,0,0.010072,0,0,0.070501,0.251788,0,1.903515,0,0.050358,0,0,0,0,0,0.010072,0,0,0,0,0,0,0,0,0,0,0,0,0.010072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010072,0.020143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.319728,0.493197,0.136054,0,0,0.034014,0.068027,2.704082,0.493197,0.680272,1.105442,0,0.170068,0.017007,0.034014,0.102041,0.034014,0.017007,0.119048,0.816327,25.408163,0.306122,62.261905,0,0.42517,0,0,0.136054,0.017007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017007,0.017007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.199624,0,0,0.117426,0,0,0,0,0,0,0,0,0.04697,0,0,0.434476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598873,0,0,3.781118,0,93.482856,1.068577,0.281822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.029377,0,0,0,0,0,0,32.638073,0.940071,0.763807,0.029377,0,0,0,0,0,0,0,0,0.029377,4.905993,0,59.400705,0,0.146886,0.176263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029377,0,0,0,0,0,0,0,0,0,0,0.117509,0,0,0,0,0,0,0,0,0,0,0,0.822562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.950495,0.330033,0.018335,0,0.03667,0,0,0.091676,2.20022,0.770077,2.181885,0.165017,0,0,0,1.540154,0.018335,0,0,0.238357,0.586725,2.585259,0,25.26586,0,0.421709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.542354,0.03667,0,0,35.001834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.093545,0.093545,0,0,1.543499,0,0.467727,0.093545,0,27.642657,14.780168,0.140318,0,0,0.935454,0.233863,0,1.356408,0.046773,5.612722,0,0.70159,1.356408,0.233863,29.326473,0,0.420954,0,0,3.320861,0,0,10.991581,0,0,0,0,0,0,0,0,0,0,0,0.327409,0,0.046773,0,0,0.093545,0,0,0.187091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.402074,0.169294,0,0,0,0.042324,0,0.042324,0,0.105809,0.23278,0.084647,0,0,0,0.084647,0,0,0,0.052904,0.211618,0.338589,0,1.18506,0.010581,0.222199,0,0,0,0,0,0.021162,0,0,0,0,0,0,0,0,0,0,0,0,0,1.735266,0,0,94.667231,0,0,0,0,0.11639,0.190456,0,0,0,0,0,0,0,0,0,0,0,0.084647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
